City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
702,Dabhol,IN,17.6,73.1667,77.86,86,74,14.07,broken clouds
703,Boguchany,RU,58.3814,97.4531,66.38,84,100,7.38,overcast clouds
704,Awbari,LY,26.5921,12.7805,83.07,21,0,8.55,clear sky
705,Mehamn,NO,71.0357,27.8492,46.47,88,94,3.53,overcast clouds
706,Grants,US,35.1473,-107.8514,66.43,72,90,8.05,overcast clouds
707,Okhotsk,RU,59.3833,143.3,62.58,81,94,11.92,overcast clouds
708,Cam Ranh,VN,11.9214,109.1591,87.76,58,40,8.05,scattered clouds
709,Ceres,US,37.5949,-120.9577,101.55,17,1,14.97,clear sky
710,Elko,US,41.0002,-115.5012,85.05,49,100,5.99,overcast clouds
711,Gizo,SB,-8.103,156.8419,83.16,73,93,8.75,light rain
712,Shintomi,JP,32.0785,131.4723,83.52,63,18,3.98,few clouds
713,San Antonio,US,29.4241,-98.4936,91.08,53,1,8.05,clear sky
714,Baculin,PH,7.4525,126.5842,87.33,66,33,10.22,scattered clouds
715,Harnosand,SE,62.6323,17.9379,63.0,75,14,9.15,few clouds
